,anime_id,user_id,rating
1043,1270,5744,10.369528
1044,1270,6784,10.335541
1045,1270,53373,10.104686
1046,1270,391,10.062073
1047,1270,42374,10.036697
1048,1270,35953,10.001464
1049,1270,42074,9.956018
1050,1650,43604,11.054064
1051,1650,49324,10.98503
1052,1650,36293,10.6624975
1053,1650,31945,10.633301
1054,1650,57536,10.477364
1055,1650,58179,10.444423
1056,1650,63329,10.370161
1057,1650,16010,10.331916
1058,1650,15618,10.311444
1059,1650,33791,10.292793
1060,3000,60639,10.475417
1061,3000,56206,10.398058
1062,3000,5371,10.270797
1063,3000,48862,10.128832
1064,3000,19873,10.0625105
1065,3000,30663,10.062318
1066,3000,57271,10.047188
1067,3000,52638,10.04248
1068,3000,17215,10.040873
1069,3000,52168,10.038604
1070,16680,3105,9.96221
1071,16680,69085,9.790177
